geometry,fare_zone,line,name,name:ru,naptan:AtcoCode,network,operator,public_transport,railway,ref:crs,source_ref,station,subway,wheelchair,wikidata,wikipedia,network:website,network:wikidata,wheelchair:description,old_name,operator:wikidata,operator:website,toilets:wheelchair,alt_name,source,start_date,air_conditioning,baby_feeding,level,train,platforms,light_rail,public_transport:version,tram,source:name,wikimedia_commons,network:subway,network:train,source:network,ref:stanox,ref:tiploc,addr:street,electrified,name:fr,loc_name,name:da,name:zh,name:zh-Hans,name:zh-Hant,postal_code,check_date,internet_access,internet_access:fee,not:network:wikidata,addr:city,addr:postcode,name:he,note,name:ar,name:cs,name:de,name:en,name:fa,name:fi,name:gan,name:hu,name:it,name:ja,name:lmo,name:nl,name:no,name:pl,name:uk,name:ur,name:yi,name:yue,layer,owner,ref:crs:underground,naptan:Bearing,naptan:CommonName,naptan:Indicator,naptan:verified,survey:date,usage,tourism,website,operator:subway,operator:train,opening_hours,description,source_ref:network,toilets,addr:housename,name:bn,network:wikidata:Elizabeth line,network:wikidata:National_Rail,ref:crs:crossrail,check_date:wheelchair,ref,source:ref,network:wikidata:Elizabeth_Line,railway:ref,railway:ref:DB,name:et,iata,ref:crs:eurostar,uic_ref,website:departures,internet_access:ssid,name:wuu,airside,fixme,alt_name:ru,note:wheelchair,indoor,addr:suburb,toilets:access,railway:aws,railway:tpws,frequency,gauge,tfl_travelzone,url,voltage,departures_board,covered,location,addr:country,building:levels,internet_access:access,internet_access:operator,noaddress,not:addr:postcode,colour,source:building,name:el,ref:crs:overground,website:overground,website:tube,levels,opening_date,ref:STANOX,ref:nalco,source:alt_name,name:pa,name:pnb,ref:GB:uprn,wheelchair:note,phone,image,shelter,bicycle,entrance,entrance_marker:subway,comment,ref:GB:tfl_uid,access,bicycle:conditional,addr:housenumber,brand,brand:wikidata,brand:wikipedia,fhrs:id,shop,source:addr,destination,description:en,smoking,source:wheelchair,naptan:StopType,source:railway,barrier,foot,amenity,name:bg,exit,exit_to,door,highway,building,nohousenumber,roof:shape
POINT (0.0745614 51.388626),,,Petts Wood,,9100PETSWD,National Rail,Southeastern,station,station,PET,,,,no,Q2381365,en:Petts Wood railway station,https://www.nationalrail.co.uk/stations/pet/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/petts-wood,,,NPE,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 05:45-20:00; Sa 07:00-20:00; Su 07:45-19:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nationalrail.co.uk/stations/pet/details.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (0.1083284 51.3566115),,,Chelsfield,,9100CHLSFLD,National Rail,Southeastern,station,station,CLD,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q1846494,en:Chelsfield railway station,https://www.nationalrail.co.uk/stations/cld/,Q26334,Step free access to platform 1 from Station Approach Rd. Steep ramp to access Platform 2 from Warren Road. Step free interchange via road and steep paths is in excess of 400metres.,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/chelsfield,,,NPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0746988 51.3971695),,,Norwood Junction,,9100NORWDJ,National Rail;London Overground,London Overground,station,station,NWD,http://en.wikipedia.org/wiki/London_Overground#Stations,,,no,Q2835440,en:Norwood Junction railway station,https://www.nationalrail.co.uk/stations/nwd/,Q26334,To access any platforms except platform 1 there is only stair access. There are about 15 stairs to access the platforms.,,,,no,,,,,,,yes,,,,,,,,,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0933556 51.3629173),,,South Croydon,,9100SCROYDN,National Rail,Govia Thameslink Railway (Southern),station,station,SCY,,,,no,Q7566932,en:South Croydon railway station,https://www.nationalrail.co.uk/stations/scy/,Q26334,,,,,,,,,,,,yes,,,,,,,,National Rail,,,,,,,,,,,,CR2 7PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0934589 51.348394),,,Sanderstead,,9100SDSD,National Rail,Govia Thameslink Railway (Southern),station,station,SNR,,,,yes,Q1816144,en:Sanderstead railway station,https://www.nationalrail.co.uk/stations/snr/,Q26334,"Level access to both platforms via separate entrances. Long access route between platforms via street, steep in places (over 400m and gradient above 1:10).",,,,,,,,,,,,,,,,,,,National Rail,,,,Station Approach,,,,,,,,,,,,,South Croydon,CR2 0PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0997037 51.3329352),,,Riddlesdown,,9100RDLSDWN,National Rail,Govia Thameslink Railway (Southern),station,station,RDD,,,,yes,Q5004660,en:Riddlesdown railway station,https://www.nationalrail.co.uk/stations/rdd/,Q26334,Step-free access to platforms via long and steep ramps (over 1:10 gradient).,,,,,,,,,,,,,,,,,,,National Rail,,,,,,,,,,,,CR8 1HN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0191917 51.4560257),3,,Ladywell,,9100LDYW,National Rail,Southeastern,station,station,LAD,,,,yes,Q2703794,en:Ladywell railway station,https://www.nationalrail.co.uk/stations/lad/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/ladywell,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0249226 51.4445909),3,,Catford Bridge,,9100CATFBDG,National Rail,Southeastern,station,station,CFB,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2624460,en:Catford Bridge railway station,https://www.nationalrail.co.uk/stations/cfb/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/catford-bridge,,,,,no,no,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0332998 51.4247446),4,,Lower Sydenham,,9100LSYDNHM,National Rail,Southeastern,station,station,LSY,,,,limited,Q2444364,en:Lower Sydenham railway station,https://www.nationalrail.co.uk/stations/lsy/,Q26334,"Step Free to both platforms, No step free interchange between platforms.",,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/lower-sydenham,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0352069 51.4169395),,,New Beckenham,,9100NBCKNHM,National Rail,Southeastern,station,station,NBC,,,,limited,Q2173160,en:New Beckenham railway station,https://www.nationalrail.co.uk/stations/nbc/,Q26334,Step free access to both platforms. No step free interchange between platforms.,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/new-beckenham,,,NPE,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 06:30-13:00; Sa 07:30-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0408182 51.4083449),,,Clock House,,9100CLOCKHS,National Rail,Southeastern,station,station,CLK,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q1978582,en:Clock House railway station,https://www.nationalrail.co.uk/stations/clk/,Q26334,Step free access to platform 2 for services away from London via Clock House Road. There is no step free access to Platform 1.,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/clock-house,,,survey,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0147334 51.3815143),,,West Wickham,,9100WWICKHM,National Rail,Southeastern,station,station,WWI,,,,yes,Q2253171,en:West Wickham railway station,https://www.nationalrail.co.uk/stations/wwi/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/west-wickham,,,,1882-05-29,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0263691 51.3901801),,,Eden Park,,9100EDPK,National Rail,Southeastern,station,station,EDN,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q2323478,en:Eden Park railway station,https://www.nationalrail.co.uk/stations/edn/,Q26334,Step free access to platform 1 for services to London. There is no step free access to Platform 2.Only step access to platform 2 for services away from London. No step free interchange between platforms.,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/eden-park,,,NPE,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0497025 51.398012),,,Elmers End,,9100ELMERSE,National Rail,Southeastern,station,station,ELE,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2420368,en:Elmers End station,https://www.nationalrail.co.uk/stations/ele/,Q26334,,,Q1696490,https://www.southeasternrailway.co.uk/travel-information/more-travel-help/station-information/stations/elmers-end,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3288402 51.4505786),,,Twickenham,,9100TWCKNHM,National Rail,South Western Railway,station,station,TWI,,,,yes,Q2286388,en:Twickenham railway station,https://www.nationalrail.co.uk/stations/twi/,Q26334,,,,,,,NPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3577822 51.4494981),,,Whitton,,9100WHTTON,National Rail,South Western Railway,station,station,WTN,,,,yes,Q3198886,en:Whitton railway station,https://www.nationalrail.co.uk/stations/wtn/,Q26334,,,,,,,NPE,,,,-1-0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,This station has 2 Stannah lifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2526332 51.4720123),,,Barnes Bridge,,9100BNSBDGE,National Rail,South Western Railway,station,station,BNI,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,no,Q1834855,en:Barnes Bridge railway station,https://www.nationalrail.co.uk/stations/bni/,Q26334,,,,,,,,,,,2,,,,,,,,,,,,,The Terrace,,,,,,,,,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2681753 51.4811465),,,Chiswick,Чизик,9100CHISWCK,National Rail,South Western Railway,station,station,CHK,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q2135035,en:Chiswick railway station,https://www.nationalrail.co.uk/stations/chk/,Q26334,Level access to Platform 1 (for trains towards London Waterloo). Short ramp at approx 1:7 gradient to Platform 2 (for trains towards Hounslow) via separate entrance. No reasonable step-free access between platforms.,,,,no,,NPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.287225 51.4895024),,,Kew Bridge,,9100KEWBDGE,National Rail,South Western Railway,station,station,KWB,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,no,Q2851105,en:Kew Bridge railway station,https://www.nationalrail.co.uk/stations/kwb/,Q26334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3096825 51.4876569),,,Brentford,,9100BNTFORD,National Rail,South Western Railway,station,station,BFD,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2804531,en:Brentford railway station,https://www.nationalrail.co.uk/stations/bfd/,Q26334,,,,,,Brentford Station,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.32478 51.4818147),,,Syon Lane,,9100SYONLA,National Rail,South Western Railway,station,station,SYL,,,,no,Q3226814,en:Syon Lane railway station,https://www.nationalrail.co.uk/stations/syl/,Q26334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3368946 51.4748823),,,Isleworth,,9100ISLEWTH,National Rail,South Western Railway,station,station,ISL,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2485750,en:Isleworth railway station,https://www.nationalrail.co.uk/stations/isl/,Q26334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3617294 51.4620974),,,Hounslow,,9100HOUNSLW,National Rail,South Western Railway,station,station,HOU,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,limited,Q2131128,en:Hounslow railway station,https://www.nationalrail.co.uk/stations/hou/,Q26334,"Steps or ramp (approx. gradient 1:15) to Platform 1 (trains towards Chiswick). Level access to Platform 2 from separate entrance. Access between platforms via footbridge with steps, or step-free route via street approximately 150m.",,,,,,NPE,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2840976 51.4123032),,,Norbiton,,9100NRBITON,National Rail,South Western Railway,station,station,NBT,,,,limited,Q2360178,en:Norbiton railway station,https://www.nationalrail.co.uk/stations/nbt/,Q26334,There is step free access via ramps to both platforms. Interchange via a stepped subway.,,,,,,,,,,,yes,,,,,local knowledge,,,,,87163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3325731 51.4244662),,,Teddington,,9100TEDNGTN,National Rail,South Western Railway,station,station,TED,,,,limited,Q2130623,en:Teddington railway station,https://www.nationalrail.co.uk/stations/ted/,Q26334,Level access to both platforms from street but bridge between platforms not wheelchair accessible.,,,,,,,,,,,yes,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.1537197 51.3780278),,,Hackbridge,,9100HKBG,National Rail,Govia Thameslink Railway (Southern),station,station,HCB,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2409962,en:Hackbridge railway station,https://www.nationalrail.co.uk/stations/hcb/,Q26334,Access from platform to train by manual boarding ramp,,,,,,en:Hackbridge railway station,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.2094954 51.497437),2,District,Kensington (Olympia),,9100KENOLYM,National Rail;London Underground;London Overground,London Overground,station,station,KPA,,subway,,yes,Q801002,en:Kensington (Olympia) station,https://www.nationalrail.co.uk/stations/kpa/,Q26334,,Kensington Addison Road,,,,,,,,,,,,,,,,,,,,,,Olympia Way,,,,,,,,,,,,,London,W14 0NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.3990635 51.5569909),5,Central,South Ruislip,,9100SRUISLP,National Rail;London Underground,London Underground;Chiltern Railways,station,station,SRU,http://en.wikipedia.org/wiki/List_of_London_railway_stations;http://en.wikipedia.org/wiki/List_of_London_Underground_stations,subway,yes,no,Q801459,en:South Ruislip station,https://www.nationalrail.co.uk/stations/sru/,Q26334,,,,,,,NPE,,,,,yes,,,,,,,,,,,,Station Road,,,,,,,,,,wlan,,,Ruislip,HA4 6TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0707508 51.6045787),,,White Hart Lane,,9100WHHRTLA,London Overground,London Overground,station,station,WHL,,,,yes,Q2775608,en:White Hart Lane railway station,https://www.nationalrail.co.uk/stations/whl/,Q746021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0471452 51.6727314),,,Turkey Street,,9100TURKYST,London Overground,London Overground,station,station,TUR,,,,no,Q2632197,en:Turkey Street railway station,https://www.nationalrail.co.uk/stations/tur/,Q746021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0762903 51.5748867),,,Stamford Hill,,9100STMFDHL,London Overground,London Overground,station,station,SMH,,,,no,Q2179250,en:Stamford Hill railway station,https://www.nationalrail.co.uk/stations/smh/,Q746021,,,Q682520,,,,,,,,,yes,,,,,,,,,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0727844 51.5651868),,,Stoke Newington,,9100STKNWNG,London Overground,London Overground,station,station,SKW,,,,no,Q2041054,en:Stoke Newington railway station,https://www.nationalrail.co.uk/stations/skw/,Q746021,,,,,,,,,,,,,,,,,,,,,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.070011 51.5937122),,,Bruce Grove,,9100BRUCGRV,London Overground,London Overground,station,station,BCV,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,no,Q1867544,en:Bruce Grove railway station,https://www.nationalrail.co.uk/stations/bcv/,Q746021,,,Q682520,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0686408 51.5591049),,,Rectory Road,,9100RCTRYRD,London Overground,London Overground,station,station,REC,,,,no,Q3246655,en:Rectory Road railway station,https://www.nationalrail.co.uk/stations/rec/,Q746021,,,,,,,,,,,,,,,,,,,,,Sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (-0.0538985 51.6019134),,,Northumberland Park,,9100NMBRLPK,National Rail,Greater Anglia,station,station,NUM,http://en.wikipedia.org/wiki/List_of_London_railway_stations,,,yes,Q2424431,en:Northumberland Park railway station,https://www.nationalrail.co.uk/stations/num/,Q26334,,,,,,,NPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
